ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8086615	1.64E-03	3.61E-05	5.32	2.24636	1.12	LRRC2	leucine rich repeat containing 2
8111915	1.64E-03	3.61E-05	5.32	2.24596	4.29	SEPP1	selenoprotein P, plasma, 1
7989718	1.64E-03	3.62E-05	5.32	2.24381	1.23	RASL12	RAS like family 12
8151686	1.64E-03	3.62E-05	5.32	2.24251	1.18	MMP16	matrix metallopeptidase 16
7959827	1.65E-03	3.65E-05	5.32	2.23511	1.92	TMEM132C	transmembrane protein 132C
8122637	1.66E-03	3.68E-05	5.31	2.2283	1.67	SASH1	SAM and SH3 domain containing 1
8180262	1.66E-03	3.68E-05	5.31	2.22815	1.34	ZNF208	zinc finger protein 208
7966878	1.66E-03	3.69E-05	-5.31	2.22518	-1.75	CIT	citron rho-interacting serine/threonine kinase
7970513	1.66E-03	3.70E-05	-5.31	2.22324	-2.95	SKA3	spindle and kinetochore associated complex subunit 3
7987145	1.67E-03	3.72E-05	5.31	2.21794	1.33	FMN1	formin 1
8102371	1.67E-03	3.73E-05	-5.31	2.21501	-1.46	ZGRF1	zinc finger GRF-type containing 1
7908867	1.69E-03	3.78E-05	-5.3	2.20088	-1.15	TMEM183B///TMEM183A	transmembrane protein 183B///transmembrane protein 183A
7982792	1.69E-03	3.79E-05	-5.3	2.19868	-2.71	RAD51	RAD51 recombinase
8137252	1.69E-03	3.79E-05	5.3	2.19792	1.9	GIMAP1-GIMAP5///GIMAP1	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 1
8070102	1.72E-03	3.85E-05	-5.29	2.18247	-1.82	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
8063177	1.72E-03	3.87E-05	5.29	2.17737	1.39	SLC2A10	solute carrier family 2 member 10
8044021	1.73E-03	3.89E-05	5.29	2.17238	1.37	IL1RL1	interleukin 1 receptor like 1
7992775	1.73E-03	3.90E-05	-5.29	2.17125	-1.28	PAQR4	progestin and adipoQ receptor family member 4
7948902	1.74E-03	3.93E-05	-5.28	2.16252	-2.44	SNHG1///SNORD29	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 29
8168500	1.77E-03	4.00E-05	-5.27	2.14409	-1.51	PGK1	phosphoglycerate kinase 1
8095021	1.78E-03	4.02E-05	5.27	2.14131	1.56	SPATA18	spermatogenesis associated 18
8129317	1.80E-03	4.09E-05	5.27	2.12294	1.24	SERINC1	serine incorporator 1
8173825	1.80E-03	4.09E-05	5.27	2.12271	1.27	RPS6KA6	ribosomal protein S6 kinase A6
8174576	1.81E-03	4.11E-05	5.26	2.11947	2.01	AMOT	angiomotin
8004948	1.82E-03	4.13E-05	5.26	2.1145	1.58	SHISA6	shisa family member 6
7965855	1.82E-03	4.14E-05	-5.26	2.11185	-1.86	NUP37	nucleoporin 37
8151684	1.82E-03	4.15E-05	5.26	2.10782	1.72	MMP16	matrix metallopeptidase 16
8131205	1.84E-03	4.19E-05	5.25	2.09939	1.15	SDK1	sidekick cell adhesion molecule 1
7974198	1.84E-03	4.21E-05	-5.25	2.09461	-1.73	LRR1	leucine rich repeat protein 1
8172220	1.85E-03	4.23E-05	5.25	2.08934	1.54	NDP	NDP, norrin cystine knot growth factor
8007569	1.87E-03	4.28E-05	-5.24	2.07794	-1.43	C17orf53	chromosome 17 open reading frame 53
8121794	1.87E-03	4.29E-05	5.24	2.07692	2.28	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A
7956301	1.87E-03	4.31E-05	5.24	2.07096	2.08	LRP1	LDL receptor related protein 1
7960947	1.88E-03	4.34E-05	5.24	2.06456	5.04	A2M	alpha-2-macroglobulin
7924712	1.88E-03	4.35E-05	-5.24	2.06283	-1.84	LIN9	lin-9 DREAM MuvB core complex component
7967386	1.89E-03	4.39E-05	-5.23	2.05424	-1.82	MPHOSPH9	M-phase phosphoprotein 9
8144742	1.89E-03	4.39E-05	5.23	2.0536	1.51	MICU3	mitochondrial calcium uptake family member 3
8168868	1.89E-03	4.39E-05	5.23	2.05329	2.45	ARMCX1	armadillo repeat containing, X-linked 1
7995354	1.89E-03	4.40E-05	-5.23	2.05194	-2.77	ORC6	origin recognition complex subunit 6
7937823	1.90E-03	4.44E-05	5.23	2.04286	1.08	KCNQ1	potassium voltage-gated channel subfamily Q member 1
8117589	1.93E-03	4.50E-05	-5.22	2.02975	-2.5	HIST1H3H	histone cluster 1, H3h
8099218	1.93E-03	4.50E-05	5.22	2.02873	1.71	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma
8085412	1.93E-03	4.53E-05	5.22	2.02312	1.12	IQSEC1	IQ motif and Sec7 domain 1
8147030	1.95E-03	4.57E-05	5.22	2.0141	1.72	STMN2	stathmin 2
8167887	1.95E-03	4.58E-05	5.22	2.01186	1.48	MAGEH1	MAGE family member H1
8151496	1.96E-03	4.60E-05	5.21	2.00713	2.18	ZNF704	zinc finger protein 704
8166525	1.96E-03	4.62E-05	-5.21	2.00401	-1.78	POLA1	DNA polymerase alpha 1, catalytic subunit
7966321	1.97E-03	4.64E-05	-5.21	1.99967	-1.49	GPN3	GPN-loop GTPase 3
8009913	1.97E-03	4.64E-05	5.21	1.99917	1.41	MYO15B	myosin XVB
8085431	1.98E-03	4.68E-05	-5.21	1.99147	-2.32	NUP210	nucleoporin 210
7955195	2.00E-03	4.73E-05	-5.2	1.98071	-1.59	TROAP	trophinin associated protein
8084067	2.01E-03	4.77E-05	-5.2	1.97222	-1.72	ACTL6A	actin like 6A
8130768	2.02E-03	4.79E-05	5.2	1.96852	1.22	RNASET2	ribonuclease T2
8141950	2.02E-03	4.80E-05	5.19	1.96534	1.24	RELN	reelin
7956401	2.03E-03	4.82E-05	-5.19	1.96072	-2.07	SHMT2	serine hydroxymethyltransferase 2
7997839	2.04E-03	4.86E-05	-5.19	1.95339	-2.37	CDT1	chromatin licensing and DNA replication factor 1
8078066	2.05E-03	4.89E-05	5.19	1.94694	1.34	FGD5	FYVE, RhoGEF and PH domain containing 5
7948906	2.06E-03	4.91E-05	-5.18	1.94277	-2.91	SNHG1///SNORD27	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 27
8076339	2.06E-03	4.93E-05	-5.18	1.93954	-1.51	PHF5A	PHD finger protein 5A
8012605	2.06E-03	4.93E-05	5.18	1.93868	1.74	GAS7	growth arrest specific 7
8089544	2.06E-03	4.93E-05	5.18	1.9385	3.5	CCDC80	coiled-coil domain containing 80
7972055	2.06E-03	4.95E-05	5.18	1.9356	1.73	KCTD12	potassium channel tetramerization domain containing 12
8078155	2.10E-03	5.03E-05	5.17	1.91835	1.81	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15
8129763	2.10E-03	5.05E-05	-5.17	1.91594	-2.32	MTFR2	mitochondrial fission regulator 2
8026051	2.10E-03	5.06E-05	-5.17	1.9139	-2.39	RNASEH2A	ribonuclease H2 subunit A
7962516	2.14E-03	5.17E-05	-5.16	1.89203	-1.96	SLC38A1	solute carrier family 38 member 1
8091402	2.15E-03	5.21E-05	5.16	1.88491	2.21	TM4SF18	transmembrane 4 L six family member 18
7986757	2.16E-03	5.22E-05	5.16	1.88262	1.19	NDN	necdin, MAGE family member
8174513	2.16E-03	5.25E-05	5.15	1.87793	2.3	CHRDL1	chordin like 1
7910630	2.17E-03	5.26E-05	-5.15	1.87578	-1.51	COA6	cytochrome c oxidase assembly factor 6
8092265	2.17E-03	5.27E-05	-5.15	1.87245	-1.81	MRPL47	mitochondrial ribosomal protein L47
7943984	2.22E-03	5.41E-05	5.14	1.84832	2.29	ZBTB16	zinc finger and BTB domain containing 16
7927936	2.23E-03	5.45E-05	-5.14	1.84072	-1.96	DDX21	DEAD-box helicase 21
7921882	2.24E-03	5.48E-05	5.14	1.8349	1.75	OLFML2B	olfactomedin like 2B
8000346	2.25E-03	5.52E-05	5.13	1.8275	1.41	ERN2	endoplasmic reticulum to nucleus signaling 2
7998886	2.28E-03	5.59E-05	-5.13	1.81542	-1.99	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1
8009761	2.29E-03	5.63E-05	-5.12	1.80746	-1.31	NUP85	nucleoporin 85
8148158	2.30E-03	5.65E-05	-5.12	1.80414	-1.82	TBC1D31	TBC1 domain family member 31
7974404	2.31E-03	5.69E-05	-5.12	1.79725	-3.25	CDKN3	cyclin dependent kinase inhibitor 3
8134263	2.33E-03	5.75E-05	5.11	1.7881	5.44	COL1A2///COL1A2	collagen type I alpha 2 chain///collagen type I alpha 2 chain
8043363	2.33E-03	5.77E-05	-5.11	1.78442	-1.41	MIR4435-2HG///LINC00152	MIR4435-2 host gene///long intergenic non-protein coding RNA 152
7953040	2.34E-03	5.78E-05	5.11	1.78232	1.58	CACNA1C	calcium voltage-gated channel subunit alpha1 C
8006325	2.35E-03	5.82E-05	-5.11	1.77494	-1.42	SUZ12	SUZ12 polycomb repressive complex 2 subunit
7971150	2.37E-03	5.87E-05	5.1	1.76678	2.01	LHFP	lipoma HMGIC fusion partner
8115261	2.37E-03	5.88E-05	5.1	1.76601	1.8	CCDC69	coiled-coil domain containing 69
8137264	2.38E-03	5.92E-05	5.1	1.7582	2.71	TMEM176A	transmembrane protein 176A
7900658	2.39E-03	5.95E-05	5.1	1.75327	1.94	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
8112902	2.40E-03	6.00E-05	-5.1	1.74617	-2.32	DHFR	dihydrofolate reductase
7997188	2.40E-03	6.00E-05	5.1	1.74604	1.59	HP	haptoglobin
7906904	2.40E-03	6.01E-05	-5.09	1.74362	-1.05	HSD17B7P2///HSD17B7	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2///hydroxysteroid 17-beta dehydrogenase 7
8021768	2.45E-03	6.13E-05	5.09	1.72386	1.31	TSHZ1	teashirt zinc finger homeobox 1
8160602	2.48E-03	6.23E-05	-5.08	1.70877	-1.12	APTX	aprataxin
8005839	2.50E-03	6.27E-05	-5.08	1.70192	-1.86	TMEM97	transmembrane protein 97
7954481	2.50E-03	6.28E-05	5.07	1.70043	2.26	SSPN	sarcospan
8018754	2.50E-03	6.30E-05	5.07	1.69797	1.24	CYGB	cytoglobin
7986329	2.52E-03	6.35E-05	5.07	1.689	1.79	NR2F2	nuclear receptor subfamily 2 group F member 2
7936408	2.53E-03	6.37E-05	-5.07	1.68642	-1.74	DCLRE1A	DNA cross-link repair 1A
8139057	2.53E-03	6.38E-05	5.07	1.685	2.72	ELMO1	engulfment and cell motility 1
8041888	2.56E-03	6.48E-05	-5.06	1.66927	-1.4	MSH6	mutS homolog 6
8041867	2.57E-03	6.54E-05	-5.06	1.66088	-1.86	MSH2	mutS homolog 2
8101449	2.57E-03	6.55E-05	-5.06	1.65957	-1.04	HPSE	heparanase
8130807	2.57E-03	6.56E-05	5.06	1.65807	1.97	LOC441178	uncharacterized LOC441178
8130980	2.57E-03	6.56E-05	5.06	1.65807	1.97	LOC441178	uncharacterized LOC441178
7994058	2.59E-03	6.60E-05	5.05	1.65127	1.9	SCNN1G	sodium channel epithelial 1 gamma subunit
8022640	2.60E-03	6.64E-05	-5.05	1.64618	-2.35	DHFR	dihydrofolate reductase
8169969	2.61E-03	6.67E-05	-5.05	1.64129	-1.29	PHF6	PHD finger protein 6
7961111	2.63E-03	6.73E-05	5.04	1.63243	1.36	CLEC1A	C-type lectin domain family 1 member A
8079140	2.66E-03	6.82E-05	5.04	1.61917	1.5	SNRK	SNF related kinase
7973724	2.66E-03	6.84E-05	5.04	1.61623	1.48	NYNRIN	NYN domain and retroviral integrase containing
8121927	2.67E-03	6.86E-05	5.04	1.61314	1.17	RNF146	ring finger protein 146
8117368	2.67E-03	6.86E-05	-5.04	1.61296	-1.81	HIST1H4C	histone cluster 1, H4c
7999291	2.67E-03	6.88E-05	5.03	1.61106	1.32	C16orf89	chromosome 16 open reading frame 89
7981964	2.69E-03	6.96E-05	5.03	1.59969	3.67	SNORD116-9///SNORD116-8///SNORD116-6///SNORD116-3	small nucleolar RNA, C/D box 116-9///small nucleolar RNA, C/D box 116-8///small nucleolar RNA, C/D box 116-6///small nucleolar RNA, C/D box 116-3
8024238	2.70E-03	6.99E-05	5.03	1.59453	1.72	CIRBP	cold inducible RNA binding protein
8140151	2.73E-03	7.07E-05	-5.02	1.5834	-2.17	RFC2	replication factor C subunit 2
8169009	2.75E-03	7.13E-05	5.02	1.57502	2.14	BEX4	brain expressed X-linked 4
8156982	2.76E-03	7.17E-05	-5.02	1.56978	-2.26	SMC2	structural maintenance of chromosomes 2
8094101	2.77E-03	7.22E-05	5.01	1.56326	1.34	CPZ	carboxypeptidase Z
8010260	2.77E-03	7.23E-05	-5.01	1.5616	-1.76	BIRC5	baculoviral IAP repeat containing 5
7970763	2.78E-03	7.26E-05	5.01	1.55785	2.16	FLT1	fms related tyrosine kinase 1
7903425	2.78E-03	7.30E-05	5.01	1.55257	3.49	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
7903440	2.78E-03	7.30E-05	5.01	1.55257	3.49	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
7918134	2.78E-03	7.30E-05	5.01	1.55257	3.49	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
8117888	2.78E-03	7.30E-05	-5.01	1.55203	-1.43	RAN	RAN, member RAS oncogene family
7920317	2.81E-03	7.38E-05	-5	1.54111	-1.56	ILF2	interleukin enhancer binding factor 2
7949650	2.81E-03	7.39E-05	5	1.54066	1.63	CTSF	cathepsin F
7999754	2.84E-03	7.48E-05	5	1.52782	1.47	XYLT1	xylosyltransferase 1
7947110	2.90E-03	7.63E-05	-4.99	1.50824	-1.25	E2F8	E2F transcription factor 8
8056572	2.90E-03	7.66E-05	-4.99	1.50495	-2.32	SPC25	SPC25, NDC80 kinetochore complex component
7947248	2.91E-03	7.67E-05	-4.99	1.5033	-3.01	KIF18A	kinesin family member 18A
7953385	2.91E-03	7.68E-05	-4.99	1.50238	-1.25	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
8124416	2.91E-03	7.71E-05	-4.98	1.49837	-2.12	HIST1H3D///HIST1H2AD	histone cluster 1, H3d///histone cluster 1, H2ad
8088491	2.92E-03	7.72E-05	4.98	1.49677	1.29	CADPS	calcium dependent secretion activator
7949364	2.92E-03	7.73E-05	-4.98	1.49547	-2.36	CDCA5	cell division cycle associated 5
8012958	2.92E-03	7.74E-05	-4.98	1.4943	-2.02	UBE2S	ubiquitin conjugating enzyme E2 S
8081657	2.93E-03	7.79E-05	4.98	1.48794	2.27	CD200	CD200 molecule
8003844	2.95E-03	7.85E-05	-4.98	1.48081	-1.92	GSG2	germ cell associated 2, haspin
7928558	2.96E-03	7.88E-05	4.97	1.47717	1.44	ZMIZ1	zinc finger MIZ-type containing 1
8041383	2.96E-03	7.90E-05	4.97	1.47421	3.95	LTBP1	latent transforming growth factor beta binding protein 1
8121729	2.99E-03	7.98E-05	4.97	1.46405	2.23	PLN	phospholamban
8171418	3.00E-03	8.03E-05	-4.97	1.45813	-1.44	PIGA	phosphatidylinositol glycan anchor biosynthesis class A
7929078	3.01E-03	8.04E-05	-4.97	1.45684	-2.34	KIF20B	kinesin family member 20B
8124521	3.03E-03	8.13E-05	-4.96	1.44672	-2.07	HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K	histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4j///histone cluster 1, H4k
8058052	3.05E-03	8.18E-05	-4.96	1.43979	-1.84	HSPD1	heat shock protein family D (Hsp60) member 1
7915015	3.11E-03	8.36E-05	-4.95	1.41921	-1.53	GNL2	G protein nucleolar 2
8130374	3.11E-03	8.37E-05	-4.95	1.41713	-1.91	FBXO5	F-box protein 5
8057554	3.13E-03	8.43E-05	-4.94	1.41054	-1.64	CACYBP	calcyclin binding protein
7966462	3.13E-03	8.44E-05	-4.94	1.40968	-1.51	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
8018803	3.13E-03	8.44E-05	-4.94	1.40899	-1.11	SRSF2	serine and arginine rich splicing factor 2
7959882	3.13E-03	8.46E-05	-4.94	1.4069	-1.14	RAN	RAN, member RAS oncogene family
8085145	3.13E-03	8.49E-05	-4.94	1.40403	-1.41	RAD18	RAD18, E3 ubiquitin protein ligase
8100495	3.13E-03	8.49E-05	-4.94	1.4038	-1.79	PPAT	phosphoribosyl pyrophosphate amidotransferase
8058869	3.17E-03	8.61E-05	4.94	1.38986	2.58	TNS1	tensin 1
7976816	3.17E-03	8.62E-05	4.93	1.38861	1.5	SNORD114-3	small nucleolar RNA, C/D box 114-3
8030067	3.21E-03	8.74E-05	4.93	1.37463	2.14	SULT2B1	sulfotransferase family 2B member 1
8020411	3.21E-03	8.75E-05	-4.93	1.37415	-1.74	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
7903884	3.28E-03	8.93E-05	4.92	1.35349	1.62	PROK1	prokineticin 1
8022488	3.28E-03	8.95E-05	-4.92	1.35179	-1.48	ABHD3	abhydrolase domain containing 3
8120468	3.28E-03	8.95E-05	4.92	1.35097	1.03	ADGRB3	adhesion G protein-coupled receptor B3
8099912	3.29E-03	9.01E-05	4.92	1.34468	1.5	SMIM14	small integral membrane protein 14
7901601	3.30E-03	9.03E-05	-4.91	1.34306	-1.62	MRPL37	mitochondrial ribosomal protein L37
8027621	3.30E-03	9.05E-05	-4.91	1.34021	-1.57	GPI///GPI	glucose-6-phosphate isomerase///glucose-6-phosphate isomerase
8093539	3.33E-03	9.13E-05	-4.91	1.33208	-1.1	WHSC1	Wolf-Hirschhorn syndrome candidate 1
8167027	3.39E-03	9.32E-05	4.9	1.31175	1.27	RGN	regucalcin
8021081	3.39E-03	9.33E-05	4.9	1.31087	2.83	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)
8084423	3.40E-03	9.39E-05	-4.9	1.30413	-1.85	PSMD2	proteasome 26S subunit, non-ATPase 2
7908388	3.40E-03	9.39E-05	4.9	1.30381	2.53	RGS1	regulator of G-protein signaling 1
8078350	3.47E-03	9.63E-05	4.89	1.27943	2.24	TGFBR2	transforming growth factor beta receptor 2
8174717	3.47E-03	9.63E-05	-4.89	1.27938	-1.69	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)
7971866	3.47E-03	9.64E-05	-4.89	1.2785	-3.16	DIAPH3	diaphanous related formin 3
8031646	3.48E-03	9.69E-05	4.88	1.27367	3.25	ZNF667-AS1	ZNF667 antisense RNA 1 (head to head)
7974117	3.48E-03	9.70E-05	4.88	1.27197	1.17	C14orf28	chromosome 14 open reading frame 28
7903414	3.49E-03	9.73E-05	4.88	1.26906	3.79	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
7948444	3.49E-03	9.75E-05	4.88	1.26692	2.56	TCN1	transcobalamin 1
7980908	3.53E-03	9.88E-05	4.87	1.25462	2.72	FBLN5	fibulin 5
8017867	3.53E-03	9.89E-05	4.87	1.25321	1.45	FAM20A	family with sequence similarity 20 member A
8023415	3.53E-03	9.89E-05	4.87	1.25307	3.77	TCF4	transcription factor 4
7971590	3.53E-03	9.92E-05	4.87	1.25052	1.56	CAB39L	calcium binding protein 39 like
7935730	3.53E-03	9.92E-05	-4.87	1.24995	-1.42	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)
8105084	3.54E-03	9.95E-05	4.87	1.24728	2.84	C7	complement component 7
7963491	3.55E-03	1.00E-04	4.87	1.24261	3.71	KRT1	keratin 1
7986665	3.55E-03	1.00E-04	-4.87	1.24252	-1.32	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2
8003204	3.55E-03	1.00E-04	-4.87	1.23963	-2.2	GINS2	GINS complex subunit 2
7973067	3.56E-03	1.00E-04	-4.87	1.23745	-1.69	PNP	purine nucleoside phosphorylase
7924733	3.58E-03	1.02E-04	-4.86	1.22761	-1.68	PARP1	poly(ADP-ribose) polymerase 1
8039977	3.65E-03	1.04E-04	4.85	1.20628	1.07	SNTG2	syntrophin gamma 2
8017599	3.69E-03	1.05E-04	4.85	1.19534	4.41	PECAM1	platelet and endothelial cell adhesion molecule 1
8030429	3.71E-03	1.06E-04	-4.85	1.1886	-1.4	BCL2L12	BCL2 like 12
7996211	3.71E-03	1.06E-04	-4.85	1.18859	-1.73	GINS3	GINS complex subunit 3
7930162	3.72E-03	1.06E-04	4.84	1.1841	1.05	WBP1L	WW domain binding protein 1-like
8027402	3.72E-03	1.06E-04	-4.84	1.1819	-1.85	CCNE1	cyclin E1
7969493	3.74E-03	1.07E-04	4.84	1.17714	3.1	SCEL	sciellin
7955179	3.74E-03	1.07E-04	-4.84	1.17481	-2.01	TUBA1C	tubulin alpha 1c
8174610	3.74E-03	1.07E-04	4.84	1.1742	2.24	LRCH2	leucine rich repeats and calponin homology domain containing 2
7956785	3.75E-03	1.08E-04	-4.84	1.16879	-1.57	XPOT	exportin for tRNA
7905395	3.76E-03	1.08E-04	-4.84	1.16617	-1.42	PSMB4	proteasome subunit beta 4
8027368	3.78E-03	1.09E-04	4.83	1.1606	1.59	ZNF254	zinc finger protein 254
8162313	3.82E-03	1.10E-04	-4.83	1.14603	-1.83	IARS	isoleucyl-tRNA synthetase
7965410	3.88E-03	1.12E-04	4.82	1.12891	5.58	DCN	decorin
8066214	3.89E-03	1.13E-04	4.82	1.12529	3.57	TGM2	transglutaminase 2
7948904	3.89E-03	1.13E-04	-4.82	1.12461	-1.9	SNORD28	small nucleolar RNA, C/D box 28
8137244	3.90E-03	1.13E-04	4.81	1.12052	2.3	GIMAP4	GTPase, IMAP family member 4
8066619	3.90E-03	1.13E-04	4.81	1.12001	3.92	PLTP	phospholipid transfer protein
8126798	3.94E-03	1.14E-04	4.81	1.10951	2.21	ADGRF5	adhesion G protein-coupled receptor F5
7934570	3.97E-03	1.15E-04	4.81	1.10057	2.59	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
8110090	3.99E-03	1.16E-04	-4.8	1.09376	-2.2	SFXN1	sideroflexin 1
7940237	4.01E-03	1.17E-04	4.8	1.08659	1.41	MS4A4A	membrane spanning 4-domains A4A
7922418	4.01E-03	1.17E-04	-4.8	1.08578	-1.87	SNORD74	small nucleolar RNA, C/D box 74
8047288	4.02E-03	1.18E-04	-4.8	1.08019	-1.91	SGO2	shugoshin 2
7983594	4.03E-03	1.18E-04	-4.8	1.0782	-1.06	DUT	deoxyuridine triphosphatase
8160935	4.09E-03	1.20E-04	-4.79	1.06056	-1.25	FANCG	Fanconi anemia complementation group G
7916727	4.11E-03	1.21E-04	-4.78	1.05285	-1.94	ITGB3BP	integrin subunit beta 3 binding protein
7903393	4.12E-03	1.22E-04	4.78	1.04923	1.18	S1PR1	sphingosine-1-phosphate receptor 1
7984989	4.12E-03	1.22E-04	-4.78	1.0487	-1.15	COMMD4///COMMD4	COMM domain containing 4///COMM domain containing 4
7970907	4.13E-03	1.22E-04	4.78	1.04627	1.15	N4BP2L2	NEDD4 binding protein 2 like 2
8039491	4.16E-03	1.23E-04	-4.78	1.03643	-2.03	UBE2S	ubiquitin conjugating enzyme E2 S
7916229	4.22E-03	1.25E-04	4.77	1.02283	1.16	ECHDC2	enoyl-CoA hydratase domain containing 2
8008208	4.22E-03	1.25E-04	4.77	1.0218	1.02	NXPH3	neurexophilin 3
8151999	4.22E-03	1.25E-04	4.77	1.0211	1.17	RGS22	regulator of G-protein signaling 22
8102389	4.27E-03	1.27E-04	-4.76	1.00664	-1.44	ZGRF1	zinc finger GRF-type containing 1
7963946	4.29E-03	1.28E-04	4.76	1.00146	1.11	MMP19	matrix metallopeptidase 19
8024062	4.29E-03	1.28E-04	4.76	0.99973	2.77	CFD	complement factor D
8078227	4.31E-03	1.29E-04	4.76	0.99445	1.68	KAT2B	lysine acetyltransferase 2B
7948896	4.32E-03	1.29E-04	-4.76	0.99263	-1.83	SNHG1///SNORD22	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 22
7927363	4.32E-03	1.29E-04	4.76	0.98826	2.2	FAM25G///FAM25BP///FAM25C///FAM25A///AGAP11	family with sequence similarity 25 member G///protein FAM25///family with sequence similarity 25 member C///family with sequence similarity 25 member A///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
7933327	4.32E-03	1.29E-04	4.76	0.98826	2.2	FAM25G///FAM25BP///FAM25C///FAM25A///AGAP11	family with sequence similarity 25 member G///protein FAM25///family with sequence similarity 25 member C///family with sequence similarity 25 member A///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
7933423	4.32E-03	1.29E-04	4.76	0.98826	2.2	FAM25G///FAM25BP///FAM25C///FAM25A///AGAP11	family with sequence similarity 25 member G///protein FAM25///family with sequence similarity 25 member C///family with sequence similarity 25 member A///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
8149399	4.44E-03	1.33E-04	4.74	0.96058	1.21	LONRF1	LON peptidase N-terminal domain and ring finger 1
8083854	4.50E-03	1.35E-04	-4.74	0.94575	-1.48	PRKCI	protein kinase C iota
8016718	4.52E-03	1.36E-04	4.73	0.94	1.58	CHAD	chondroadherin
8093643	4.53E-03	1.37E-04	4.73	0.93562	1.09	ADD1	adducin 1
8087337	4.55E-03	1.37E-04	4.73	0.93012	2.06	LAMB2	laminin subunit beta 2
8170119	4.55E-03	1.37E-04	4.73	0.92911	2.57	FHL1	four and a half LIM domains 1
8004784	4.61E-03	1.40E-04	4.72	0.91411	1.15	ALOX15B	arachidonate 15-lipoxygenase, type B
8011832	4.66E-03	1.41E-04	-4.72	0.90243	-1.86	NUP88	nucleoporin 88
8003583	4.67E-03	1.42E-04	-4.72	0.89837	-1.85	KIF22	kinesin family member 22
7910416	4.67E-03	1.42E-04	-4.72	0.89675	-1.68	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
8034342	4.68E-03	1.42E-04	4.71	0.89406	1.68	ZNF625-ZNF20	ZNF625-ZNF20 readthrough (NMD candidate)
8039730	4.69E-03	1.43E-04	4.71	0.89146	1.34	ZSCAN18	zinc finger and SCAN domain containing 18
8135705	4.71E-03	1.43E-04	4.71	0.88723	1.11	KCND2	potassium voltage-gated channel subfamily D member 2
8139232	4.71E-03	1.44E-04	-4.71	0.88635	-1.64	PSMA2///PSMA2	proteasome subunit alpha 2///proteasome subunit alpha 2
8096081	4.71E-03	1.44E-04	-4.71	0.88539	-1.05	ENOPH1	enolase-phosphatase 1
8115907	4.76E-03	1.46E-04	-4.7	0.87331	-1.89	NOP16	NOP16 nucleolar protein
8171381	4.76E-03	1.46E-04	-4.7	0.87173	-1.87	FANCB	Fanconi anemia complementation group B
8027510	4.79E-03	1.47E-04	-4.7	0.86435	-1.1	FAAP24///FAAP24	Fanconi anemia core complex associated protein 24///Fanconi anemia core complex associated protein 24
7902127	4.81E-03	1.47E-04	4.7	0.86031	1.26	SGIP1	SH3 domain GRB2 like endophilin interacting protein 1
7901123	4.83E-03	1.48E-04	-4.7	0.85572	-1.38	NASP	nuclear autoantigenic sperm protein
7936100	4.83E-03	1.48E-04	4.7	0.85409	1.29	CALHM2	calcium homeostasis modulator 2
